codice_comune,anno,totale_incidenti
16142,2008,3
16142,2009,2
16142,2010,3
16142,2011,7
16142,2012,5
16142,2013,6
16142,2014,3
16142,2015,3
16142,2016,4
16142,2017,0
16142,2018,0
16142,2019,1
16142,2020,0
16142,2021,1
16142,2022,5
16142,2023,7
16142,2024,6
16143,2001,10
16143,2002,14
16143,2003,11
16143,2004,9
16143,2005,12
16143,2006,9
16143,2007,6
16143,2008,8
16143,2009,16
16143,2010,15
16143,2011,20
16143,2012,9
16143,2013,21
16143,2014,18
16143,2015,19
16143,2016,16
16143,2017,13
16143,2018,13
16143,2019,21
16143,2020,9
16143,2021,11
16143,2022,10
16143,2023,7
16143,2024,16
16144,2001,42
16144,2002,48
16144,2003,38
16144,2004,88
16144,2005,50
16144,2006,67
16144,2007,36
16144,2008,35
16144,2009,30
16144,2010,36
16144,2011,31
16144,2012,36
16144,2013,31
16144,2014,30
16144,2015,33
16144,2016,41
16144,2017,44
16144,2018,49
16144,2019,37
16144,2020,31
16144,2021,33
16144,2022,26
16144,2023,24
16144,2024,32
16145,2001,3
16145,2002,3
16145,2003,1
16145,2004,1
16145,2005,3
16145,2006,4
16145,2007,0
16145,2008,0
16145,2009,2
16145,2010,0
16145,2011,1
16145,2012,0
16145,2013,1
16145,2014,1
16145,2015,2
16145,2016,1
16145,2017,0
16145,2018,0
16145,2019,2
16145,2020,1
16145,2021,0
16145,2022,3
16145,2023,0
16146,2001,1
16146,2002,0
16146,2003,1
16146,2004,0
16146,2005,0
16146,2006,1
16146,2007,0
16146,2008,0
16146,2009,0
16146,2010,1
16146,2011,0
16146,2012,0
16146,2013,0
16146,2014,0
16146,2015,0
16146,2016,0
16146,2017,0
16146,2018,0
16146,2019,1
16146,2020,0
16146,2021,1
16146,2022,1
16146,2023,2
16147,2001,1
16147,2002,0
16147,2003,1
16147,2004,0
16147,2005,0
16147,2006,0
16147,2007,0
16147,2008,0
16147,2009,0
16147,2010,0
16147,2011,1
16147,2012,0
16147,2013,0
16147,2014,0
16147,2015,0
16147,2016,0
16147,2017,0
16147,2018,1
16147,2019,0
16147,2020,0
16147,2021,0
16147,2022,0
16147,2023,0
16148,2001,2
16148,2002,1
16148,2003,2
16148,2004,0
16148,2005,1
16148,2006,0
16148,2007,1
16148,2008,0
16148,2009,0
16148,2010,0
16148,2011,1
16148,2012,0
16148,2013,0
16148,2014,2
16148,2015,2
16148,2016,0
16148,2017,1
16148,2018,0
16148,2019,1
16148,2020,1
16148,2021,1
16148,2022,1
16148,2023,3
16148,2024,1
16149,2001,5
16149,2002,2
16149,2003,1
16149,2004,0
16149,2005,3
16149,2006,1
16149,2007,2
16149,2008,0
16149,2009,2
16149,2010,3
16149,2011,2
16149,2012,0
16149,2013,2
16149,2014,2
16149,2015,4
16149,2016,1
16149,2017,3
16149,2018,2
16149,2019,3
16149,2020,3
16149,2021,3
16149,2022,2
16149,2023,1
16149,2024,3
16150,2001,17
16150,2002,12
16150,2003,14
16150,2004,17
16150,2005,13
16150,2006,18
16150,2007,18
16150,2008,13
16150,2009,22
16150,2010,12
16150,2011,12
16150,2012,19
16150,2013,13
16150,2014,19
16150,2015,13
16150,2016,10
16150,2017,9
16150,2018,15
16150,2019,7
16150,2020,7
16150,2021,6
16150,2022,6
16150,2023,10
16150,2024,7
16151,2001,0
16151,2002,0
16151,2003,0
16151,2004,0
16151,2005,0
16151,2006,1
16151,2007,0
16151,2008,0
16151,2009,0
16151,2010,0
16151,2011,0
16151,2012,0
16151,2013,0
16151,2014,0
16151,2015,0
16151,2016,0
16151,2017,0
16151,2018,0
16151,2019,0
16151,2020,0
16151,2021,0
16151,2022,0
16151,2023,0
16152,2001,28
16152,2002,27
16152,2003,22
16152,2004,25
16152,2005,5
16152,2006,24
16152,2007,17
16152,2008,16
16152,2009,16
16152,2010,17
16152,2011,8
16152,2012,8
16152,2013,18
16152,2014,13
16152,2015,12
16152,2016,25
16152,2017,14
16152,2018,13
16152,2019,18
16152,2020,21
16152,2021,13
16152,2022,23
16152,2023,14
16152,2024,24
16153,2001,44
16153,2002,40
16153,2003,40
16153,2004,33
16153,2005,39
16153,2006,31
16153,2007,47
16153,2008,36
16153,2009,53
16153,2010,35
16153,2011,37
16153,2012,41
16153,2013,39
16153,2014,38
16153,2015,40
16153,2016,30
16153,2017,43
16153,2018,38
16153,2019,28
16153,2020,17
16153,2021,42
16153,2022,45
16153,2023,36
16153,2024,40
16154,2001,6
16154,2002,1
16154,2003,2
16154,2004,1
16154,2005,2
16154,2006,1
16154,2007,0
16154,2008,1
16154,2009,0
16154,2010,2
16154,2011,3
16154,2012,0
16154,2013,0
16154,2014,0
16154,2015,2
16154,2016,2
16154,2017,1
16154,2018,0
16154,2019,0
16154,2020,2
16154,2021,4
16154,2022,1
16154,2023,0
16154,2024,1
16155,2001,11
16155,2002,4
16155,2003,5
16155,2004,9
16155,2005,4
16155,2006,4
16155,2007,8
16155,2008,7
16155,2009,8
16155,2010,4
16155,2011,9
16155,2012,5
16155,2013,2
16155,2014,2
16155,2015,2
16155,2016,5
16155,2017,8
16155,2018,6
16155,2019,4
16155,2020,1
16155,2021,3
16155,2022,2
16155,2023,5
16155,2024,6
16156,2001,8
16156,2002,5
16156,2003,8
16156,2004,6
16156,2005,9
16156,2006,7
16156,2007,2
16156,2008,3
16156,2009,5
16156,2010,5
16156,2011,5
16156,2012,5
16156,2013,9
16156,2014,5
16156,2015,8
16156,2016,5
16156,2017,6
16156,2018,3
16156,2019,4
16156,2020,3
16156,2021,3
16156,2022,9
16156,2023,1
16156,2024,2
16157,2001,10
16157,2002,6
16157,2003,6
16157,2004,3
16157,2005,4
16157,2006,2
16157,2007,1
16157,2008,6
16157,2009,8
16157,2010,4
16157,2011,6
16157,2012,6
16157,2013,4
16157,2014,2
16157,2015,4
16157,2016,7
16157,2017,9
16157,2018,6
16157,2019,0
16157,2020,3
16157,2021,6
16157,2022,7
16157,2023,7
16157,2024,7
16158,2001,5
16158,2002,7
16158,2003,10
16158,2004,3
16158,2005,4
16158,2006,6
16158,2007,5
16158,2008,2
16158,2009,3
16158,2010,3
16158,2011,3
16158,2012,5
16158,2013,1
16158,2014,7
16158,2015,4
16158,2016,5
16158,2017,4
16158,2018,2
16158,2019,5
16158,2020,2
16158,2021,2
16158,2022,5
16158,2023,2
16158,2024,5
16159,2001,1
16159,2002,1
16159,2003,0
16159,2004,2
16159,2005,0
16159,2006,1
16159,2007,1
16159,2008,1
16159,2009,1
16159,2010,2
16159,2011,0
16159,2012,1
16159,2013,0
16159,2014,2
16159,2015,0
16159,2016,0
16159,2017,4
16159,2018,0
16159,2019,1
16159,2020,0
16159,2021,3
16159,2022,4
16159,2023,1
16159,2024,2
16160,2001,2
16160,2002,10
16160,2003,13
16160,2004,6
16160,2005,2
16160,2006,2
16160,2007,4
16160,2008,3
16160,2009,18
16160,2010,14
16160,2011,9
16160,2012,15
16160,2013,14
16160,2014,21
16160,2015,9
16160,2016,14
16160,2017,23
16160,2018,20
16160,2019,19
16160,2020,14
16160,2021,21
16160,2022,10
16160,2023,14
16160,2024,17
16161,2001,1
16161,2002,2
16161,2003,1
16161,2004,1
16161,2005,0
16161,2006,0
16161,2007,2
16161,2008,0
16161,2009,0
16161,2010,0
16161,2011,0
16161,2012,0
16161,2013,1
16161,2014,1
16161,2015,1
16161,2016,2
16161,2017,0
16161,2018,0
16161,2019,0
16161,2020,0
16161,2021,2
16161,2022,0
16161,2023,2
16162,2001,5
16162,2002,4
16162,2003,6
16162,2004,4
16162,2005,1
16162,2006,5
16162,2007,3
16162,2008,2
16162,2009,8
16162,2010,2
16162,2011,1
16162,2012,3
16162,2013,4
16162,2014,0
16162,2015,2
16162,2016,2
16162,2017,4
16162,2018,0
16162,2019,0
16162,2020,0
16162,2021,1
16162,2022,2
16162,2023,0
16162,2024,2
16163,2001,1
16163,2002,1
16163,2003,1
16163,2004,0
16163,2005,3
16163,2006,0
16163,2007,1
16163,2008,0
16163,2009,0
16163,2010,1
16163,2011,0
16163,2012,0
16163,2013,0
16163,2014,0
16163,2015,0
16163,2016,0
16163,2017,1
16163,2018,1
16163,2019,0
16163,2020,2
16163,2021,0
16163,2022,1
16163,2023,1
16164,2001,3
16164,2002,1
16164,2003,0
16164,2004,2
16164,2005,1
16164,2006,0
16164,2007,1
16164,2008,0
16164,2009,0
16164,2010,0
16164,2011,0
16164,2012,1
16164,2013,0
16164,2014,3
16164,2015,0
16164,2016,1
16164,2017,1
16164,2018,2
16164,2019,1
16164,2020,3
16164,2021,1
16164,2022,0
16164,2023,3
16164,2024,1
16165,2001,1
16165,2002,1
16165,2003,1
16165,2004,0
16165,2005,1
16165,2006,1
16165,2007,1
16165,2008,0
16165,2009,1
16165,2010,0
16165,2011,0
16165,2012,0
16165,2013,0
16165,2014,0
16165,2015,1
16165,2016,1
16165,2017,0
16165,2018,0
16165,2019,1
16165,2020,0
16165,2021,0
16165,2022,1
16165,2023,2
16166,2001,1
16166,2002,0
16166,2003,0
16166,2004,0
16166,2005,0
16166,2006,0
16166,2007,0
16166,2008,0
16166,2009,0
16166,2010,0
16166,2011,0
16166,2012,0
16166,2013,0
16166,2014,0
16166,2015,0
16166,2016,0
16166,2017,0
16166,2018,0
16166,2019,0
16166,2020,0
16166,2021,0
16166,2022,0
16166,2023,0
16167,2001,4
16167,2002,3
16167,2003,1
16167,2004,3
16167,2005,3
16167,2006,2
16167,2007,4
16167,2008,2
16167,2009,1
16167,2010,0
16167,2011,4
16167,2012,1
16167,2013,4
16167,2014,5
16167,2015,1
16167,2016,3
16167,2017,2
16167,2018,2
16167,2019,2
16167,2020,2
16167,2021,5
16167,2022,2
16167,2023,6
16167,2024,2
16168,2001,8
16168,2002,12
16168,2003,11
16168,2004,11
16168,2005,10
16168,2006,9
16168,2007,8
16168,2008,10
16168,2009,5
16168,2010,8
16168,2011,4
16168,2012,8
16168,2013,7
16168,2014,5
16168,2015,10
16168,2016,4
16168,2017,9
16168,2018,6
16168,2019,15
16168,2020,2
16168,2021,5
16168,2022,5
16168,2023,4
16168,2024,5
16169,2001,10
16169,2002,10
16169,2003,16
16169,2004,19
16169,2005,13
16169,2006,11
16169,2007,8
16169,2008,16
16169,2009,8
16169,2010,14
16169,2011,9
16169,2012,11
16169,2013,20
16169,2014,16
16169,2015,16
16169,2016,10
16169,2017,15
16169,2018,7
16169,2019,8
16169,2020,6
16169,2021,15
16169,2022,10
16169,2023,20
16169,2024,18
16170,2001,51
16170,2002,73
16170,2003,72
16170,2004,56
16170,2005,37
16170,2006,32
16170,2007,26
16170,2008,22
16170,2009,35
16170,2010,30
16170,2011,25
16170,2012,35
16170,2013,26
16170,2014,33
16170,2015,29
16170,2016,33
16170,2017,25
16170,2018,34
16170,2019,30
16170,2020,26
16170,2021,24
16170,2022,31
16170,2023,16
16170,2024,21
16171,2001,11
16171,2002,5
16171,2003,11
16171,2004,4
16171,2005,7
16171,2006,8
16171,2007,6
16171,2008,2
16171,2009,4
16171,2010,4
16171,2011,7
16171,2012,4
16171,2013,6
16171,2014,8
16171,2015,15
16171,2016,8
16171,2017,10
16171,2018,6
16171,2019,1
16171,2020,4
16171,2021,2
16171,2022,5
16171,2023,9
16171,2024,5
16172,2001,17
16172,2002,14
16172,2003,11
16172,2004,11
16172,2005,14
16172,2006,9
16172,2007,4
16172,2008,9
16172,2009,14
16172,2010,12
16172,2011,10
16172,2012,8
16172,2013,11
16172,2014,11
16172,2015,13
16172,2016,12
16172,2017,11
16172,2018,9
16172,2019,7
16172,2020,9
16172,2021,12
16172,2022,13
16172,2023,10
16172,2024,15
16173,2001,8
16173,2002,2
16173,2003,12
16173,2004,7
16173,2005,8
16173,2006,10
16173,2007,3
16173,2008,5
16173,2009,4
16173,2010,2
16173,2011,2
16173,2012,3
16173,2013,3
16173,2014,6
16173,2015,7
16173,2016,9
16173,2017,10
16173,2018,8
16173,2019,4
16173,2020,4
16173,2021,4
16173,2022,7
16173,2023,8
16173,2024,3
16174,2001,8
16174,2002,6
16174,2003,4
16174,2004,6
16174,2005,4
16174,2006,3
16174,2007,10
16174,2008,1
16174,2009,3
16174,2010,3
16174,2011,4
16174,2012,4
16174,2013,2
16174,2014,6
16174,2015,7
16174,2016,7
16174,2017,5
16174,2018,3
16174,2019,6
16174,2020,3
16174,2021,5
16174,2022,4
16174,2023,6
16174,2024,5
16175,2001,0
16175,2002,0
16175,2003,0
16175,2004,0
16175,2005,0
16175,2006,0
16175,2007,0
16175,2008,1
16175,2009,2
16175,2010,0
16175,2011,0
16175,2012,0
16175,2013,0
16175,2014,0
16175,2015,1
16175,2016,0
16175,2017,0
16175,2018,0
16175,2019,0
16175,2020,0
16175,2021,1
16175,2022,1
16175,2023,0
16176,2001,2
16176,2002,2
16176,2003,3
16176,2004,0
16176,2005,3
16176,2006,16
16176,2007,14
16176,2008,22
16176,2009,7
16176,2010,10
16176,2011,14
16176,2012,12
16176,2013,12
16176,2014,12
16176,2015,11
16176,2016,16
16176,2017,8
16176,2018,16
16176,2019,8
16176,2020,15
16176,2021,4
16176,2022,9
16176,2023,10
16176,2024,17
16177,2001,0
16177,2002,2
16177,2003,3
16177,2004,1
16177,2005,0
16177,2006,0
16177,2007,1
16177,2008,0
16177,2009,1
16177,2010,0
16177,2011,3
16177,2012,1
16177,2013,3
16177,2014,1
16177,2015,2
16177,2016,2
16177,2017,0
16177,2018,2
16177,2019,5
16177,2020,0
16177,2021,1
16177,2022,3
16177,2023,4
16177,2024,1
16178,2001,8
16178,2002,3
16178,2003,5
16178,2004,11
16178,2005,6
16178,2006,4
16178,2007,7
16178,2008,7
16178,2009,10
16178,2010,9
16178,2011,10
16178,2012,11
16178,2013,13
16178,2014,8
16178,2015,10
16178,2016,11
16178,2017,9
16178,2018,12
16178,2019,10
16178,2020,6
16178,2021,3
16178,2022,2
16178,2023,10
16178,2024,10
16179,2001,10
16179,2002,6
16179,2003,3
16179,2004,4
16179,2005,6
16179,2006,4
16179,2007,3
16179,2008,8
16179,2009,5
16179,2010,2
16179,2011,2
16179,2012,4
16179,2013,4
16179,2014,4
16179,2015,2
16179,2016,2
16179,2017,8
16179,2018,3
16179,2019,8
16179,2020,3
16179,2021,9
16179,2022,1
16179,2023,5
16179,2024,2
16180,2001,2
16180,2002,2
16180,2003,3
16180,2004,4
16180,2005,3
16180,2006,2
16180,2007,7
16180,2008,1
16180,2009,2
16180,2010,8
16180,2011,7
16180,2012,2
16180,2013,2
16180,2014,2
16180,2015,2
16180,2016,1
16180,2017,4
16180,2018,2
16180,2019,4
16180,2020,3
16180,2021,3
16180,2022,3
16180,2023,4
16180,2024,3
16182,2001,9
16182,2002,12
16182,2003,6
16182,2004,5
16182,2005,6
16182,2006,12
16182,2007,8
16182,2008,10
16182,2009,8
16182,2010,7
16182,2011,6
16182,2012,10
16182,2013,9
16182,2014,2
16182,2015,4
16182,2016,6
16182,2017,6
16182,2018,13
16182,2019,9
16182,2020,2
16182,2021,4
16182,2022,9
16182,2023,8
16182,2024,6
16183,2001,35
16183,2002,28
16183,2003,40
16183,2004,36
16183,2005,46
16183,2006,37
16183,2007,35
16183,2008,30
16183,2009,40
16183,2010,33
16183,2011,25
16183,2012,32
16183,2013,30
16183,2014,26
16183,2015,23
16183,2016,25
16183,2017,21
16183,2018,18
16183,2019,27
16183,2020,13
16183,2021,21
16183,2022,37
16183,2023,30
16183,2024,39
16184,2001,1
16184,2002,0
16184,2003,0
16184,2004,0
16184,2005,2
16184,2006,0
16184,2007,0
16184,2008,0
16184,2009,0
16184,2010,0
16184,2011,0
16184,2012,0
16184,2013,0
16184,2014,0
16184,2015,0
16184,2016,0
16184,2017,0
16184,2018,0
16184,2019,0
16184,2020,0
16184,2021,0
16184,2022,1
16184,2023,0
16185,2001,0
16185,2002,0
16185,2003,0
16185,2004,0
16185,2005,3
16185,2006,1
16185,2007,0
16185,2008,0
16185,2009,1
16185,2010,1
16185,2011,1
16185,2012,0
16185,2013,0
16185,2014,2
16185,2015,0
16185,2016,0
16185,2017,0
16185,2018,3
16185,2019,0
16185,2020,1
16185,2021,2
16185,2022,0
16185,2023,0
16186,2001,2
16186,2002,2
16186,2003,1
16186,2004,0
16186,2005,0
16186,2006,2
16186,2007,0
16186,2008,0
16186,2009,0
16186,2010,0
16186,2011,0
16186,2012,1
16186,2013,2
16186,2014,0
16186,2015,0
16186,2016,0
16186,2017,0
16186,2018,1
16186,2019,0
16186,2020,0
16186,2021,0
16186,2022,0
16186,2023,1
16186,2024,1
16187,2001,8
16187,2002,6
16187,2003,5
16187,2004,4
16187,2005,5
16187,2006,3
16187,2007,7
16187,2008,2
16187,2009,4
16187,2010,5
16187,2011,2
16187,2012,2
16187,2013,3
16187,2014,7
16187,2015,4
16187,2016,1
16187,2017,9
16187,2018,3
16187,2019,3
16187,2020,0
16187,2021,5
16187,2022,4
16187,2023,7
16187,2024,5
16188,2001,6
16188,2002,9
16188,2003,14
16188,2004,11
16188,2005,8
16188,2006,10
16188,2007,11
16188,2008,7
16188,2009,4
16188,2010,4
16188,2011,8
16188,2012,6
16188,2013,8
16188,2014,7
16188,2015,8
16188,2016,8
16188,2017,5
16188,2018,4
16188,2019,4
16188,2020,5
16188,2021,3
16188,2022,7
16188,2023,3
16188,2024,10
16189,2001,7
16189,2002,5
16189,2003,3
16189,2004,5
16189,2005,31
16189,2006,3
16189,2007,31
16189,2008,40
16189,2009,31
16189,2010,52
16189,2011,38
16189,2012,39
16189,2013,23
16189,2014,22
16189,2015,19
16189,2016,25
16189,2017,18
16189,2018,23
16189,2019,30
16189,2020,8
16189,2021,5
16189,2022,8
16189,2023,23
16189,2024,20
16190,2001,14
16190,2002,14
16190,2003,16
16190,2004,10
16190,2005,12
16190,2006,8
16190,2007,4
16190,2008,4
16190,2009,7
16190,2010,8
16190,2011,10
16190,2012,2
16190,2013,5
16190,2014,4
16190,2015,9
16190,2016,6
16190,2017,2
16190,2018,3
16190,2019,6
16190,2020,2
16190,2021,3
16190,2022,5
16190,2023,5
16190,2024,11
16191,2001,0
16191,2002,0
16191,2003,0
16191,2004,0
16191,2005,0
16191,2006,0
16191,2007,1
16191,2008,0
16191,2009,0
16191,2010,1
16191,2011,0
16191,2012,0
16191,2013,0
16191,2014,0
16191,2015,0
16191,2016,0
16191,2017,0
16191,2018,0
16191,2019,0
16191,2020,0
16191,2021,0
16191,2022,0
16191,2023,0
16192,2001,4
16192,2002,2
16192,2003,3
16192,2004,5
16192,2005,3
16192,2006,0
16192,2007,1
16192,2008,1
16192,2009,1
16192,2010,3
16192,2011,3
16192,2012,3
16192,2013,1
16193,2001,6
16193,2002,1
16193,2003,1
16193,2004,2
16193,2005,2
16193,2006,1
16193,2007,1
16193,2008,2
16193,2009,7
16193,2010,7
16193,2011,11
16193,2012,9
16193,2013,7
16193,2014,11
16193,2015,9
16193,2016,19
16193,2017,15
16193,2018,32
16193,2019,20
16193,2020,4
16193,2021,3
16193,2022,5
16193,2023,19
16193,2024,16
16194,2001,13
16194,2002,36
16194,2003,8
16194,2004,2
16194,2005,5
16194,2006,4
16194,2007,3
16194,2008,1
16194,2009,13
16194,2010,13
16194,2011,14
16194,2012,16
16194,2013,13
16194,2014,11
16194,2015,11
16194,2016,20
16194,2017,12
16194,2018,10
16194,2019,18
16194,2020,5
16194,2021,1
16194,2022,7
16194,2023,15
16194,2024,10
16195,2001,1
16195,2002,2
16195,2003,1
16195,2004,0
16195,2005,0
16195,2006,2
16195,2007,4
16195,2008,1
16195,2009,0
16195,2010,2
16195,2011,0
16195,2012,1
16195,2013,0
16195,2014,2
16195,2015,2
16195,2016,2
16195,2017,4
16195,2018,1
16195,2019,0
16195,2020,0
16195,2021,3
16195,2022,3
16195,2023,2
16195,2024,1
16196,2001,11
16196,2002,5
16196,2003,9
16196,2004,9
16196,2005,4
16196,2006,6
16196,2007,3
16196,2008,5
16196,2009,6
16196,2010,9
16196,2011,4
16196,2012,13
16196,2013,5
16196,2014,12
16196,2015,8
16196,2016,6
16196,2017,6
16196,2018,6
16196,2019,4
16196,2020,1
16196,2021,0
16196,2022,5
16196,2023,10
16196,2024,5
16197,2001,2
16197,2002,1
16197,2003,0
16197,2004,3
16197,2005,5
16197,2006,5
16197,2007,1
16197,2008,4
16197,2009,0
16197,2010,2
16197,2011,2
16197,2012,3
16197,2013,3
16197,2014,2
16197,2015,2
16197,2016,6
16197,2017,4
16197,2018,2
16197,2019,5
16197,2020,3
16197,2021,3
16197,2022,3
16197,2023,3
16197,2024,2
16198,2001,138
16198,2002,135
16198,2003,113
16198,2004,118
16198,2005,118
16198,2006,123
16198,2007,103
16198,2008,135
16198,2009,119
16198,2010,99
16198,2011,112
16198,2012,91
16198,2013,85
16198,2014,116
16198,2015,95
16198,2016,99
16198,2017,88
16198,2018,88
16198,2019,83
16198,2020,30
16198,2021,84
16198,2022,88
16198,2023,58
16198,2024,87
16199,2001,6
16199,2002,3
16199,2003,3
16199,2004,3
16199,2005,1
16199,2006,0
16199,2007,2
16199,2008,0
16199,2009,2
16199,2010,2
16199,2011,4
16199,2012,1
16199,2013,0
16199,2014,1
16199,2015,0
16199,2016,1
16199,2017,0
16199,2018,1
16199,2019,1
16199,2020,2
16199,2021,1
16199,2022,0
16199,2023,4
16200,2001,1
16200,2002,4
16200,2003,1
16200,2004,5
16200,2005,3
16200,2006,1
16200,2007,3
16200,2008,1
16200,2009,3
16200,2010,1
16200,2011,4
16200,2012,1
16200,2013,4
16200,2014,0
16200,2015,1
16200,2016,1
16200,2017,7
16200,2018,1
16200,2019,0
16200,2020,2
16200,2021,1
16200,2022,0
16200,2023,4
16200,2024,2
16201,2001,1
16201,2002,1
16201,2003,0
16201,2004,1
16201,2005,0
16201,2006,0
16201,2007,2
16201,2008,0
16201,2009,0
16201,2010,0
16201,2011,0
16201,2012,0
16201,2013,4
16201,2014,0
16201,2015,1
16201,2016,0
16201,2017,0
16201,2018,0
16201,2019,0
16201,2020,1
16201,2021,0
16201,2022,1
16201,2023,0
16202,2001,15
16202,2002,10
16202,2003,14
16202,2004,14
16202,2005,9
16202,2006,8
16202,2007,9
16202,2008,12
16202,2009,12
16202,2010,8
16202,2011,11
16202,2012,12
16202,2013,15
16202,2014,10
16202,2015,11
16202,2016,11
16202,2017,13
16202,2018,4
16202,2019,10
16202,2020,6
16202,2021,9
16202,2022,18
16202,2023,13
16202,2024,10
16203,2001,1
16203,2002,3
16203,2003,1
16203,2004,1
16203,2005,0
16203,2006,6
16203,2007,4
16203,2008,2
16203,2009,6
16203,2010,3
16203,2011,4
16203,2012,1
16203,2013,3
16203,2014,3
16203,2015,0
16203,2016,3
16203,2017,4
16203,2018,3
16203,2019,1
16203,2020,3
16203,2021,2
16203,2022,1
16203,2023,1
16203,2024,5
16204,2001,7
16204,2002,8
16204,2003,9
16204,2004,6
16204,2005,5
16204,2006,9
16204,2007,3
16204,2008,4
16204,2009,5
16204,2010,12
16204,2011,1
16204,2012,6
16204,2013,9
16204,2014,6
16204,2015,4
16204,2016,5
16204,2017,4
16204,2018,4
16204,2019,5
16204,2020,3
16204,2021,5
16204,2022,7
16204,2023,4
16204,2024,4
16205,2001,7
16205,2002,4
16205,2003,3
16205,2004,5
16205,2005,5
16205,2006,5
16205,2007,2
16205,2008,1
16205,2009,4
16205,2010,3
16205,2011,3
16205,2012,3
16205,2013,4
16205,2014,1
16205,2015,2
16205,2016,4
16205,2017,3
16205,2018,0
16205,2019,4
16205,2020,2
16205,2021,3
16205,2022,3
16205,2023,2
16205,2024,5
16206,2001,5
16206,2002,6
16206,2003,8
16206,2004,13
16206,2005,4
16206,2006,4
16206,2007,5
16206,2008,2
16206,2009,5
16206,2010,5
16206,2011,4
16206,2012,10
16206,2013,8
16206,2014,4
16206,2015,4
16206,2016,7
16206,2017,7
16206,2018,2
16206,2019,7
16206,2020,0
16206,2021,4
16206,2022,5
16206,2023,8
16206,2024,4
16207,2001,28
16207,2002,25
16207,2003,27
16207,2004,18
16207,2005,30
16207,2006,24
16207,2007,17
16207,2008,17
16207,2009,24
16207,2010,19
16207,2011,17
16207,2012,12
16207,2013,27
16207,2014,22
16207,2015,25
16207,2016,28
16207,2017,25
16207,2018,37
16207,2019,43
16207,2020,25
16207,2021,39
16207,2022,45
16207,2023,30
16207,2024,38
16208,2001,5
16208,2002,1
16208,2003,1
16208,2004,2
16208,2005,4
16208,2006,1
16208,2007,4
16208,2008,3
16208,2009,2
16208,2010,2
16208,2011,5
16208,2012,4
16208,2013,6
16208,2014,5
16208,2015,3
16208,2016,3
16208,2017,5
16208,2018,2
16208,2019,0
16208,2020,1
16208,2021,1
16208,2022,2
16208,2023,6
16208,2024,4
16209,2001,6
16209,2002,6
16209,2003,9
16209,2004,8
16209,2005,8
16209,2006,8
16209,2007,6
16209,2008,2
16209,2009,1
16209,2010,2
16209,2011,8
16209,2012,2
16209,2013,5
16209,2014,11
16209,2015,6
16209,2016,2
16209,2017,9
16209,2018,6
16209,2019,3
16209,2020,3
16209,2021,2
16209,2022,3
16209,2023,5
16209,2024,5
16210,2001,1
16210,2002,0
16210,2003,0
16210,2004,3
16210,2005,3
16210,2006,0
16210,2007,2
16210,2008,1
16210,2009,3
16210,2010,1
16210,2011,2
16210,2012,4
16210,2013,0
16210,2014,3
16210,2015,2
16210,2016,3
16210,2017,1
16210,2018,5
16210,2019,1
16210,2020,2
16210,2021,4
16210,2022,2
16210,2023,1
16210,2024,1
16211,2001,6
16211,2002,5
16211,2003,7
16211,2004,5
16211,2005,1
16211,2006,6
16211,2007,2
16211,2008,5
16211,2009,4
16211,2010,7
16211,2011,5
16211,2012,5
16211,2013,6
16211,2014,6
16211,2015,5
16211,2016,4
16211,2017,3
16211,2018,4
16211,2019,4
16211,2020,5
16211,2021,7
16211,2022,2
16211,2023,0
16211,2024,10
16212,2001,8
16212,2002,13
16212,2003,6
16212,2004,5
16212,2005,10
16212,2006,13
16212,2007,12
16212,2008,2
16212,2009,6
16212,2010,6
16212,2011,6
16212,2012,9
16212,2013,5
16212,2014,10
16212,2015,3
16212,2016,13
16212,2017,11
16212,2018,7
16212,2019,8
16212,2020,9
16212,2021,6
16212,2022,10
16212,2023,4
16212,2024,14
16213,2001,5
16213,2002,2
16213,2003,3
16213,2004,5
16213,2005,4
16213,2006,17
16213,2007,7
16213,2008,4
16213,2009,17
16213,2010,2
16213,2011,11
16213,2012,10
16213,2013,9
16213,2014,11
16213,2015,15
16213,2016,12
16213,2017,18
16213,2018,11
16213,2019,13
16213,2020,6
16213,2021,7
16213,2022,11
16213,2023,11
16213,2024,12
16214,2001,10
16214,2002,2
16214,2003,4
16214,2004,4
16214,2005,8
16214,2006,10
16214,2007,5
16214,2008,10
16214,2009,13
16214,2010,10
16214,2011,13
16214,2012,12
16214,2013,18
16214,2014,10
16214,2015,15
16214,2016,15
16214,2017,13
16214,2018,15
16214,2019,14
16214,2020,9
16214,2021,10
16214,2022,7
16214,2023,10
16214,2024,12
16215,2018,3
16215,2019,3
16215,2020,0
16215,2021,3
16215,2022,2
16215,2023,2
16215,2024,1
16216,2001,3
16216,2002,0
16216,2003,1
16216,2004,0
16216,2005,3
16216,2006,0
16216,2007,4
16216,2008,7
16216,2009,9
16216,2010,7
16216,2011,9
16216,2012,10
16216,2013,6
16216,2014,6
16216,2015,5
16216,2016,6
16216,2017,5
16216,2018,4
16216,2019,4
16216,2020,1
16216,2021,1
16216,2022,3
16216,2023,5
16216,2024,6
16217,2001,0
16217,2002,0
16217,2003,1
16217,2004,0
16217,2005,0
16217,2006,0
16217,2007,1
16217,2008,0
16217,2009,0
16217,2010,0
16217,2011,0
16217,2012,0
16217,2013,0
16217,2014,0
16217,2015,0
16217,2016,0
16217,2017,1
16217,2018,1
16217,2019,1
16217,2020,1
