codice_comune,anno,totale_incidenti
24019,2009,3
24019,2010,3
24019,2011,5
24019,2012,1
24019,2013,3
24019,2014,8
24019,2015,5
24019,2016,2
24019,2017,2
24019,2018,1
24019,2019,4
24019,2020,3
24019,2021,3
24019,2022,6
24019,2023,2
24019,2024,4
24020,2001,0
24020,2002,2
24020,2003,2
24020,2004,1
24020,2005,1
24020,2006,0
24020,2007,1
24020,2008,1
24020,2009,1
24020,2010,1
24020,2011,1
24020,2012,1
24020,2013,1
24020,2014,0
24020,2015,1
24020,2016,0
24020,2017,1
24020,2018,0
24020,2019,1
24020,2020,1
24020,2021,2
24020,2022,0
24020,2023,1
24021,2001,13
24021,2002,15
24021,2003,11
24021,2004,27
24021,2005,6
24021,2006,25
24021,2007,29
24021,2008,28
24021,2009,23
24021,2010,23
24021,2011,27
24021,2012,26
24021,2013,17
24021,2014,16
24021,2015,16
24021,2016,22
24021,2017,12
24021,2018,19
24021,2019,21
24021,2020,12
24021,2021,22
24021,2022,23
24021,2023,19
24021,2024,14
24022,2001,8
24022,2002,5
24022,2003,5
24022,2004,8
24022,2005,5
24022,2006,12
24022,2007,8
24022,2008,1
24022,2009,3
24022,2010,4
24022,2011,4
24022,2012,8
24022,2013,4
24022,2014,6
24022,2015,6
24022,2016,1
24022,2017,7
24022,2018,0
24022,2019,7
24022,2020,2
24022,2021,3
24022,2022,4
24022,2023,2
24022,2024,2
24023,2001,0
24023,2002,1
24023,2003,1
24023,2004,2
24023,2005,1
24023,2006,2
24023,2007,1
24023,2008,2
24023,2009,0
24023,2010,0
24023,2011,3
24023,2012,2
24023,2013,1
24023,2014,0
24023,2015,0
24023,2016,2
24023,2017,3
24023,2018,2
24024,2001,9
24024,2002,6
24024,2003,17
24024,2004,14
24024,2005,8
24024,2006,6
24024,2007,10
24024,2008,4
24024,2009,8
24024,2010,11
24024,2011,15
24024,2012,7
24024,2013,3
24024,2014,6
24024,2015,7
24024,2016,4
24024,2017,5
24024,2018,7
24024,2019,3
24024,2020,5
24024,2021,2
24024,2022,6
24024,2023,6
24024,2024,7
24025,2001,16
24025,2002,6
24025,2003,6
24025,2004,7
24025,2005,5
24025,2006,1
24025,2007,11
24025,2008,7
24025,2009,9
24025,2010,9
24025,2011,5
24025,2012,5
24025,2013,5
24025,2014,7
24025,2015,5
24025,2016,6
24025,2017,1
24025,2018,6
24025,2019,4
24025,2020,3
24025,2021,7
24025,2022,6
24025,2023,10
24025,2024,5
24026,2001,68
24026,2002,107
24026,2003,68
24026,2004,76
24026,2005,65
24026,2006,63
24026,2007,45
24026,2008,44
24026,2009,61
24026,2010,49
24026,2011,55
24026,2012,61
24026,2013,51
24026,2014,44
24026,2015,45
24026,2016,36
24026,2017,44
24026,2018,39
24026,2019,44
24026,2020,31
24026,2021,27
24026,2022,52
24026,2023,47
24026,2024,38
24027,2001,6
24027,2002,4
24027,2003,4
24027,2004,4
24027,2005,5
24027,2006,12
24027,2007,4
24027,2008,10
24027,2009,1
24027,2010,7
24027,2011,5
24027,2012,8
24027,2013,3
24027,2014,4
24027,2015,4
24027,2016,6
24027,2017,2
24027,2018,4
24027,2019,6
24027,2020,5
24027,2021,4
24027,2022,3
24027,2023,2
24027,2024,4
24028,2001,17
24028,2002,3
24028,2003,6
24028,2004,9
24028,2005,9
24028,2006,14
24028,2007,13
24028,2008,8
24028,2009,13
24028,2010,10
24028,2011,14
24028,2012,10
24028,2013,22
24028,2014,16
24028,2015,20
24028,2016,16
24028,2017,19
24028,2018,13
24028,2019,9
24028,2020,5
24028,2021,15
24028,2022,11
24028,2023,14
24028,2024,11
24029,2001,47
24029,2002,34
24029,2003,43
24029,2004,40
24029,2005,40
24029,2006,55
24029,2007,43
24029,2008,33
24029,2009,27
24029,2010,30
24029,2011,42
24029,2012,40
24029,2013,44
24029,2014,35
24029,2015,24
24029,2016,44
24029,2017,31
24029,2018,32
24029,2019,33
24029,2020,28
24029,2021,28
24029,2022,28
24029,2023,23
24029,2024,26
24030,2001,7
24030,2002,3
24030,2003,5
24030,2004,3
24030,2005,3
24030,2006,3
24030,2007,3
24030,2008,2
24030,2009,2
24030,2010,4
24030,2011,4
24030,2012,3
24030,2013,1
24030,2014,3
24030,2015,2
24030,2016,5
24030,2017,5
24030,2018,2
24030,2019,3
24030,2020,2
24030,2021,2
24030,2022,2
24030,2023,4
24030,2024,7
24031,2001,11
24031,2002,18
24031,2003,11
24031,2004,13
24031,2005,9
24031,2006,6
24031,2007,3
24031,2008,2
24031,2009,8
24031,2010,7
24031,2011,5
24031,2012,9
24031,2013,7
24031,2014,8
24031,2015,6
24031,2016,4
24031,2017,2
24031,2018,5
24032,2001,25
24032,2002,21
24032,2003,20
24032,2004,12
24032,2005,10
24032,2006,16
24032,2007,26
24032,2008,12
24032,2009,14
24032,2010,16
24032,2011,9
24032,2012,17
24032,2013,13
24032,2014,15
24032,2015,13
24032,2016,12
24032,2017,9
24032,2018,12
24032,2019,6
24032,2020,16
24032,2021,11
24032,2022,12
24032,2023,7
24032,2024,11
24033,2001,3
24033,2002,2
24033,2003,1
24033,2004,1
24033,2005,7
24033,2006,6
24033,2007,1
24033,2008,4
24033,2009,3
24033,2010,5
24033,2011,4
24033,2012,3
24033,2013,1
24033,2014,3
24033,2015,4
24033,2016,2
24033,2017,3
24033,2018,2
24034,2001,36
24034,2002,23
24034,2003,30
24034,2004,53
24034,2005,36
24034,2006,40
24034,2007,49
24034,2008,25
24034,2009,36
24034,2010,34
24034,2011,38
24034,2012,24
24034,2013,34
24034,2014,30
24034,2015,28
24034,2016,26
24034,2017,30
24034,2018,33
24034,2019,26
24034,2020,22
24034,2021,27
24034,2022,26
24034,2023,24
24034,2024,26
24035,2001,47
24035,2002,43
24035,2003,29
24035,2004,30
24035,2005,29
24035,2006,36
24035,2007,20
24035,2008,16
24035,2009,22
24035,2010,28
24035,2011,22
24035,2012,17
24035,2013,12
24035,2014,21
24035,2015,18
24035,2016,23
24035,2017,17
24035,2018,12
24035,2019,15
24035,2020,19
24035,2021,5
24035,2022,18
24035,2023,16
24035,2024,5
24036,2001,21
24036,2002,13
24036,2003,14
24036,2004,19
24036,2005,35
24036,2006,13
24036,2007,31
24036,2008,28
24036,2009,36
24036,2010,35
24036,2011,24
24036,2012,26
24036,2013,20
24036,2014,17
24036,2015,18
24036,2016,16
24036,2017,22
24036,2018,12
24036,2019,14
24036,2020,14
24036,2021,21
24036,2022,23
24036,2023,12
24036,2024,14
24037,2001,0
24037,2002,0
24037,2003,0
24037,2004,0
24037,2005,3
24037,2006,1
24037,2007,0
24037,2008,1
24037,2009,2
24037,2010,2
24037,2011,1
24037,2012,0
24037,2013,2
24037,2014,0
24037,2015,0
24037,2016,0
24037,2017,2
24037,2018,2
24037,2019,2
24037,2020,1
24037,2021,2
24037,2022,1
24037,2023,1
24037,2024,3
24038,2001,46
24038,2002,45
24038,2003,40
24038,2004,27
24038,2005,27
24038,2006,39
24038,2007,35
24038,2008,28
24038,2009,46
24038,2010,47
24038,2011,43
24038,2012,32
24038,2013,38
24038,2014,24
24038,2015,33
24038,2016,31
24038,2017,25
24038,2018,35
24038,2019,33
24038,2020,22
24038,2021,31
24038,2022,28
24038,2023,25
24038,2024,23
24039,2001,3
24039,2002,5
24039,2003,1
24039,2004,2
24039,2005,4
24039,2006,1
24039,2007,0
24039,2008,2
24039,2009,3
24039,2010,6
24039,2011,4
24039,2012,4
24039,2013,1
24039,2014,3
24039,2015,5
24039,2016,1
24039,2017,0
24039,2018,3
24039,2019,1
24039,2020,4
24039,2021,2
24039,2022,2
24039,2023,1
24039,2024,1
24040,2001,7
24040,2002,5
24040,2003,7
24040,2004,6
24040,2005,7
24040,2006,6
24040,2007,8
24040,2008,4
24040,2009,2
24040,2010,8
24040,2011,7
24040,2012,11
24040,2013,8
24040,2014,9
24040,2015,5
24040,2016,6
24040,2017,6
24040,2018,5
24040,2019,8
24040,2020,6
24040,2021,6
24040,2022,6
24040,2023,3
24040,2024,5
24041,2001,1
24041,2002,0
24041,2003,0
24041,2004,1
24041,2005,0
24041,2006,2
24041,2007,1
24041,2008,0
24041,2009,0
24041,2010,2
24041,2011,1
24041,2012,2
24041,2013,0
24041,2014,1
24041,2015,1
24041,2016,0
24041,2017,2
24041,2018,0
24041,2019,1
24041,2020,0
24041,2021,0
24041,2022,0
24041,2023,0
24042,2001,5
24042,2002,2
24042,2003,5
24042,2004,1
24042,2005,5
24042,2006,6
24042,2007,2
24042,2008,1
24042,2009,1
24042,2010,6
24042,2011,3
24042,2012,3
24042,2013,2
24042,2014,1
24042,2015,2
24042,2016,3
24042,2017,1
24042,2018,1
24042,2019,4
24042,2020,7
24042,2021,1
24042,2022,5
24042,2023,1
24042,2024,4
24043,2001,10
24043,2002,8
24043,2003,20
24043,2004,14
24043,2005,16
24043,2006,14
24043,2007,22
24043,2008,5
24043,2009,9
24043,2010,12
24043,2011,14
24043,2012,5
24043,2013,11
24043,2014,9
24043,2015,11
24043,2016,18
24043,2017,13
24043,2018,11
24043,2019,9
24043,2020,12
24043,2021,14
24043,2022,16
24043,2023,18
24043,2024,8
24044,2001,0
24044,2002,0
24044,2003,1
24044,2004,1
24044,2005,0
24044,2006,1
24044,2007,0
24044,2008,0
24044,2009,0
24044,2010,0
24044,2011,2
24044,2012,1
24044,2013,0
24044,2014,3
24044,2015,0
24044,2016,1
24044,2017,0
24044,2018,1
24044,2019,1
24044,2020,0
24044,2021,0
24044,2022,1
24044,2023,1
24045,2001,2
24045,2002,1
24045,2003,2
24045,2004,6
24045,2005,4
24045,2006,2
24045,2007,6
24045,2008,0
24045,2009,1
24045,2010,0
24045,2011,3
24045,2012,4
24045,2013,1
24045,2014,3
24045,2015,4
24045,2016,5
24046,2001,51
24046,2002,43
24046,2003,34
24046,2004,31
24046,2005,23
24046,2006,33
24046,2007,37
24046,2008,28
24046,2009,16
24046,2010,29
24046,2011,24
24046,2012,22
24046,2013,28
24046,2014,14
24046,2015,15
24046,2016,21
24046,2017,10
24046,2018,16
24046,2019,15
24046,2020,7
24046,2021,16
24046,2022,14
24046,2023,19
24046,2024,12
24047,2001,18
24047,2002,13
24047,2003,11
24047,2004,30
24047,2005,9
24047,2006,17
24047,2007,21
24047,2008,21
24047,2009,20
24047,2010,11
24047,2011,15
24047,2012,18
24047,2013,16
24047,2014,6
24047,2015,14
24047,2016,12
24047,2017,8
24047,2018,17
24047,2019,11
24047,2020,6
24047,2021,5
24047,2022,11
24047,2023,9
24047,2024,6
24048,2001,28
24048,2002,63
24048,2003,40
24048,2004,36
24048,2005,26
24048,2006,30
24048,2007,18
24048,2008,17
24048,2009,15
24048,2010,25
24048,2011,14
24048,2012,17
24048,2013,15
24048,2014,13
24048,2015,12
24048,2016,23
24048,2017,14
24048,2018,16
24048,2019,14
24048,2020,9
24048,2021,9
24048,2022,20
24048,2023,10
24048,2024,14
24049,2001,1
24049,2002,0
24049,2003,0
24049,2004,0
24049,2005,0
24049,2006,0
24049,2007,0
24049,2008,0
24049,2009,0
24049,2010,0
24049,2011,0
24049,2012,0
24049,2013,0
24049,2014,0
24049,2015,0
24049,2016,0
24049,2017,0
24049,2018,0
24049,2019,0
24049,2020,0
24049,2021,0
24049,2022,0
24049,2023,0
24050,2001,0
24050,2002,1
24050,2003,2
24050,2004,0
24050,2005,4
24050,2006,1
24050,2007,1
24050,2008,0
24050,2009,2
24050,2010,0
24050,2011,2
24050,2012,1
24050,2013,1
24050,2014,0
24050,2015,0
24050,2016,0
24050,2017,2
24050,2018,1
24050,2019,0
24050,2020,1
24050,2021,2
24050,2022,1
24050,2023,1
24051,2001,24
24051,2002,23
24051,2003,16
24051,2004,15
24051,2005,19
24051,2006,19
24051,2007,13
24051,2008,18
24051,2009,8
24051,2010,22
24051,2011,15
24051,2012,19
24051,2013,17
24051,2014,18
24051,2015,22
24051,2016,21
24051,2017,14
24051,2018,13
24051,2019,18
24051,2020,12
24051,2021,9
24051,2022,20
24051,2023,13
24051,2024,11
24052,2001,75
24052,2002,83
24052,2003,70
24052,2004,47
24052,2005,50
24052,2006,64
24052,2007,52
24052,2008,58
24052,2009,54
24052,2010,54
24052,2011,54
24052,2012,49
24052,2013,56
24052,2014,41
24052,2015,56
24052,2016,39
24052,2017,50
24052,2018,34
24052,2019,41
24052,2020,37
24052,2021,32
24052,2022,43
24052,2023,45
24052,2024,29
24053,2001,3
24053,2002,6
24053,2003,3
24053,2004,2
24053,2005,7
24053,2006,10
24053,2007,4
24053,2008,6
24053,2009,3
24053,2010,7
24053,2011,2
24053,2012,2
24053,2013,5
24053,2014,1
24053,2015,1
24053,2016,1
24053,2017,2
24053,2018,2
24053,2019,1
24053,2020,0
24053,2021,1
24053,2022,0
24053,2023,2
24053,2024,4
24054,2001,6
24054,2002,6
24054,2003,1
24054,2004,0
24054,2005,0
24054,2006,4
24054,2007,1
24054,2008,2
24054,2009,4
24054,2010,2
24054,2011,3
24054,2012,4
24054,2013,2
24054,2014,3
24054,2015,5
24054,2016,2
24054,2017,3
24054,2018,5
24055,2001,66
24055,2002,49
24055,2003,39
24055,2004,38
24055,2005,39
24055,2006,44
24055,2007,31
24055,2008,41
24055,2009,22
24055,2010,18
24055,2011,32
24055,2012,45
24055,2013,23
24055,2014,36
24055,2015,35
24055,2016,28
24055,2017,36
24055,2018,30
24055,2019,29
24055,2020,18
24055,2021,33
24055,2022,27
24055,2023,33
24055,2024,21
24056,2001,9
24056,2002,25
24056,2003,18
24056,2004,25
24056,2005,27
24056,2006,22
24056,2007,18
24056,2008,17
24056,2009,15
24056,2010,20
24056,2011,12
24056,2012,14
24056,2013,8
24056,2014,15
24056,2015,26
24056,2016,22
24056,2017,17
24056,2018,9
24056,2019,8
24056,2020,8
24056,2021,19
24056,2022,12
24056,2023,15
24056,2024,15
24057,2001,49
24057,2002,38
24057,2003,32
24057,2004,37
24057,2005,31
24057,2006,49
24057,2007,40
24057,2008,39
24057,2009,34
24057,2010,48
24057,2011,29
24057,2012,46
24057,2013,55
24057,2014,41
24057,2015,31
24057,2016,54
24057,2017,46
24057,2018,42
24057,2019,42
24057,2020,39
24057,2021,38
24057,2022,43
24057,2023,30
24057,2024,38
24058,2001,13
24058,2002,9
24058,2003,12
24058,2004,3
24058,2005,8
24058,2006,11
24058,2007,8
24058,2008,8
24058,2009,5
24058,2010,9
24058,2011,5
24058,2012,8
24058,2013,5
24058,2014,9
24058,2015,6
24058,2016,12
24058,2017,5
24058,2018,9
24059,2001,6
24059,2002,2
24059,2003,1
24059,2004,3
24059,2005,3
24059,2006,3
24059,2007,6
24059,2008,3
24059,2009,3
24059,2010,2
24059,2011,2
24059,2012,2
24059,2013,7
24059,2014,3
24059,2015,7
24059,2016,2
24059,2017,5
24059,2018,4
24060,2001,60
24060,2002,43
24060,2003,43
24060,2004,55
24060,2005,56
24060,2006,52
24060,2007,34
24060,2008,33
24060,2009,36
24060,2010,45
24060,2011,39
24060,2012,21
24060,2013,30
24060,2014,39
24060,2015,33
24060,2016,38
24060,2017,31
24060,2018,42
24060,2019,33
24060,2020,21
24060,2021,23
24060,2022,34
24060,2023,34
24060,2024,22
24061,2001,107
24061,2002,105
24061,2003,91
24061,2004,114
24061,2005,95
24061,2006,86
24061,2007,89
24061,2008,75
24061,2009,90
24061,2010,106
24061,2011,75
24061,2012,67
24061,2013,68
24061,2014,65
24061,2015,75
24061,2016,86
24061,2017,85
24061,2018,78
24061,2019,89
24061,2020,57
24061,2021,70
24061,2022,73
24061,2023,100
24061,2024,72
24062,2001,14
24062,2002,19
24062,2003,9
24062,2004,12
24062,2005,10
24062,2006,10
24062,2007,6
24062,2008,8
24062,2009,10
24062,2010,12
24062,2011,7
24062,2012,10
24062,2013,5
24062,2014,12
24062,2015,6
24062,2016,10
24062,2017,7
24062,2018,12
24062,2019,8
24062,2020,5
24062,2021,9
24062,2022,5
24062,2023,7
24062,2024,11
24063,2001,15
24063,2002,6
24063,2003,9
24063,2004,5
24063,2005,3
24063,2006,8
24063,2007,5
24063,2008,8
24063,2009,7
24063,2010,11
24063,2011,6
24063,2012,8
24063,2013,9
24063,2014,4
24063,2015,3
24063,2016,8
24063,2017,3
24063,2018,5
24063,2019,2
24063,2020,4
24063,2021,1
24063,2022,4
24063,2023,5
24063,2024,8
24064,2001,4
24064,2002,6
24064,2003,5
24064,2004,10
24064,2005,7
24064,2006,12
24064,2007,11
24064,2008,10
24064,2009,5
24064,2010,7
24064,2011,8
24064,2012,9
24064,2013,7
24064,2014,4
24064,2015,3
24064,2016,2
24064,2017,5
24064,2018,5
24064,2019,6
24064,2020,5
24064,2021,2
24064,2022,3
24064,2023,6
24064,2024,8
24065,2001,5
24065,2002,4
24065,2003,3
24065,2004,4
24065,2005,2
24065,2006,6
24065,2007,9
24065,2008,6
24065,2009,3
24065,2010,0
24065,2011,4
24065,2012,3
24065,2013,1
24065,2014,2
24065,2015,6
24065,2016,3
24065,2017,3
24065,2018,2
24065,2019,4
24065,2020,1
24065,2021,2
24065,2022,7
24065,2023,6
24065,2024,2
24066,2001,2
24066,2002,4
24066,2003,1
24066,2004,4
24066,2005,7
24066,2006,2
24066,2007,5
24066,2008,6
24066,2009,4
24066,2010,5
24066,2011,2
24066,2012,3
24066,2013,9
24066,2014,4
24066,2015,5
24066,2016,5
24066,2017,2
24066,2018,10
24066,2019,5
24066,2020,1
24066,2021,0
24066,2022,3
24066,2023,4
24066,2024,4
24067,2001,12
24067,2002,15
24067,2003,12
24067,2004,18
24067,2005,9
24067,2006,5
24067,2007,7
24067,2008,7
24067,2009,9
24067,2010,11
24067,2011,14
24067,2012,9
24067,2013,13
24067,2014,11
24067,2015,13
24067,2016,9
24067,2017,7
24067,2018,6
24067,2019,2
24067,2020,12
24067,2021,5
24067,2022,7
24067,2023,10
24067,2024,11
24068,2001,10
24068,2002,5
24068,2003,9
24068,2004,15
24068,2005,12
24068,2006,8
24068,2007,4
24068,2008,5
24068,2009,7
24068,2010,5
24068,2011,6
24068,2012,8
24068,2013,7
24068,2014,5
24068,2015,7
24068,2016,4
24068,2017,6
24068,2018,9
24068,2019,7
24068,2020,6
24068,2021,8
24068,2022,3
24068,2023,7
24068,2024,5
24069,2001,5
24069,2002,5
24069,2003,5
24069,2004,1
24069,2005,1
24069,2006,6
24069,2007,4
24069,2008,3
24069,2009,2
24069,2010,0
24069,2011,3
24069,2012,3
24069,2013,2
24069,2014,5
24069,2015,2
24069,2016,4
24069,2017,2
24070,2001,14
24070,2002,13
24070,2003,12
24070,2004,20
24070,2005,17
24070,2006,23
24070,2007,24
24070,2008,23
24070,2009,20
24070,2010,20
24070,2011,16
24070,2012,20
24070,2013,12
24070,2014,14
24070,2015,9
24070,2016,6
24070,2017,21
24070,2018,11
24070,2019,18
24070,2020,16
24070,2021,15
24070,2022,19
24070,2023,9
24070,2024,15
24071,2001,8
24071,2002,19
24071,2003,14
24071,2004,3
24071,2005,5
24071,2006,2
24071,2007,8
24071,2008,6
24071,2009,4
24071,2010,6
24071,2011,8
24071,2012,8
24071,2013,14
24071,2014,6
24071,2015,7
24071,2016,5
24071,2017,4
24071,2018,5
24071,2019,11
24071,2020,5
24071,2021,7
24071,2022,2
24071,2023,12
24071,2024,3
24072,2001,0
24072,2002,0
24072,2003,0
24072,2004,0
24072,2005,0
24072,2006,1
24072,2007,0
24072,2008,0
24072,2009,1
24072,2010,2
24072,2011,1
24072,2012,3
24072,2013,1
24072,2014,0
24072,2015,1
24072,2016,0
24072,2017,0
24072,2018,1
24072,2019,1
24072,2020,0
24072,2021,1
24072,2022,3
24072,2023,0
24073,2001,22
24073,2002,7
24073,2003,2
24073,2004,6
24073,2005,15
24073,2006,3
24073,2007,16
24073,2008,17
24073,2009,13
24073,2010,13
24073,2011,10
24073,2012,15
24073,2013,14
24073,2014,9
24073,2015,15
24073,2016,12
24073,2017,11
24073,2018,14
24073,2019,11
24073,2020,12
24073,2021,9
24073,2022,7
24073,2023,10
24073,2024,12
24074,2001,10
24074,2002,12
24074,2003,9
24074,2004,5
24074,2005,7
24074,2006,41
24074,2007,27
24074,2008,26
24074,2009,22
24074,2010,32
24074,2011,38
24074,2012,24
24074,2013,24
24074,2014,17
24074,2015,14
24074,2016,12
24074,2017,25
24074,2018,23
24074,2019,23
24074,2020,21
24074,2021,21
24074,2022,17
24074,2023,16
24074,2024,13
24075,2001,10
24075,2002,7
24075,2003,15
24075,2004,13
24075,2005,8
24075,2006,13
24075,2007,12
24075,2008,10
24075,2009,6
24075,2010,10
24075,2011,8
24075,2012,8
24075,2013,13
24075,2014,1
24075,2015,7
24075,2016,6
24075,2017,7
24075,2018,9
24075,2019,13
24075,2020,7
24075,2021,5
24075,2022,2
24075,2023,4
24075,2024,5
24076,2001,1
24076,2002,2
24076,2003,3
24076,2004,0
24076,2005,0
24076,2006,0
24076,2007,0
24076,2008,1
24076,2009,0
24076,2010,0
24076,2011,0
24076,2012,0
24076,2013,0
24076,2014,0
24076,2015,0
24076,2016,0
24076,2017,0
24076,2018,0
24076,2019,0
24076,2020,0
24076,2021,0
24076,2022,0
24076,2023,0
24076,2024,1
24077,2001,5
24077,2002,4
24077,2003,1
24077,2004,2
24077,2005,2
24077,2006,7
24077,2007,4
24077,2008,6
24077,2009,4
24077,2010,4
24077,2011,7
24077,2012,3
24077,2013,7
24077,2014,3
24077,2015,10
24077,2016,5
24077,2017,9
24077,2018,8
24077,2019,7
24077,2020,2
24077,2021,6
24077,2022,3
24077,2023,6
24077,2024,1
24078,2001,34
24078,2002,43
24078,2003,39
24078,2004,39
24078,2005,32
24078,2006,33
24078,2007,27
24078,2008,22
24078,2009,20
24078,2010,11
24078,2011,12
24078,2012,24
24078,2013,22
24078,2014,26
24078,2015,16
24078,2016,19
24078,2017,25
24078,2018,22
24078,2019,21
24078,2020,12
24078,2021,15
24078,2022,14
24078,2023,24
24078,2024,18
24079,2001,4
24079,2002,4
24079,2003,5
24079,2004,5
24079,2005,7
24079,2006,12
24079,2007,11
24079,2008,16
24079,2009,4
24079,2010,15
24079,2011,16
24079,2012,9
24079,2013,6
24079,2014,11
24079,2015,17
24079,2016,16
24079,2017,14
24079,2018,18
24079,2019,9
24079,2020,10
24079,2021,12
24079,2022,10
24079,2023,11
24079,2024,6
24080,2001,1
24080,2002,1
24080,2003,1
24080,2004,2
24080,2005,2
24080,2006,0
24080,2007,1
24080,2008,1
24080,2009,2
24080,2010,1
24080,2011,0
24080,2012,0
24080,2013,0
24080,2014,1
24080,2015,1
24080,2016,0
24080,2017,1
24080,2018,2
24080,2019,0
24080,2020,1
24080,2021,1
24080,2022,0
24080,2023,0
24080,2024,2
24081,2001,5
24081,2002,7
24081,2003,7
24081,2004,6
24081,2005,7
24081,2006,11
24081,2007,11
24081,2008,5
24081,2009,6
24081,2010,9
24081,2011,11
24081,2012,3
24081,2013,5
24081,2014,6
24081,2015,8
24081,2016,6
24081,2017,8
24081,2018,8
24081,2019,3
24081,2020,7
24081,2021,3
24081,2022,9
24081,2023,8
24081,2024,10
24082,2001,12
24082,2002,10
24082,2003,12
24082,2004,9
24082,2005,16
24082,2006,7
24082,2007,5
24082,2008,6
24082,2009,8
24082,2010,4
24082,2011,9
24082,2012,6
24082,2013,9
24082,2014,5
24082,2015,10
24082,2016,6
24082,2017,7
24082,2018,7
24082,2019,8
24082,2020,5
24082,2021,9
24082,2022,1
24082,2023,7
24082,2024,5
24083,2001,7
24083,2002,15
24083,2003,7
24083,2004,13
24083,2005,9
24083,2006,13
24083,2007,15
24083,2008,14
24083,2009,9
24083,2010,9
24083,2011,13
24083,2012,8
24083,2013,6
24083,2014,7
24083,2015,12
24083,2016,7
24083,2017,8
24083,2018,11
24083,2019,10
24083,2020,3
24083,2021,5
24083,2022,4
24083,2023,13
24083,2024,10
24084,2001,5
24084,2002,1
24084,2003,3
24084,2004,4
24084,2005,3
24084,2006,17
24084,2007,5
24084,2008,9
24084,2009,2
24084,2010,3
24084,2011,14
24084,2012,10
24084,2013,8
24084,2014,8
24084,2015,7
24084,2016,12
24084,2017,8
24084,2018,7
24084,2019,8
24084,2020,5
24084,2021,3
24084,2022,2
24084,2023,6
24084,2024,7
24085,2001,10
24085,2002,19
24085,2003,10
24085,2004,17
24085,2005,7
24085,2006,4
24085,2007,20
24085,2008,4
24085,2009,7
24085,2010,13
24085,2011,5
24085,2012,2
24085,2013,6
24085,2014,7
24085,2015,6
24085,2016,3
24085,2017,8
24085,2018,7
24085,2019,9
24085,2020,10
24085,2021,2
24085,2022,9
24085,2023,3
24085,2024,3
24086,2001,57
24086,2002,58
24086,2003,59
24086,2004,56
24086,2005,49
24086,2006,69
24086,2007,57
24086,2008,50
24086,2009,40
24086,2010,40
24086,2011,50
24086,2012,42
24086,2013,42
24086,2014,37
24086,2015,36
24086,2016,41
24086,2017,49
24086,2018,34
24086,2019,33
24086,2020,30
24086,2021,31
24086,2022,57
24086,2023,41
24086,2024,13
24087,2001,70
24087,2002,49
24087,2003,51
24087,2004,64
24087,2005,53
24087,2006,59
24087,2007,55
24087,2008,64
24087,2009,54
24087,2010,64
24087,2011,55
24087,2012,50
24087,2013,70
24087,2014,57
24087,2015,64
24087,2016,47
24087,2017,54
24087,2018,67
24087,2019,59
24087,2020,47
24087,2021,50
24087,2022,61
24087,2023,49
24087,2024,56
24088,2001,23
24088,2002,15
24088,2003,10
24088,2004,13
24088,2005,12
24088,2006,20
24088,2007,11
24088,2008,14
24088,2009,13
24088,2010,15
24088,2011,24
24088,2012,23
24088,2013,19
24088,2014,17
24088,2015,19
24088,2016,12
24088,2017,15
24088,2018,17
24088,2019,17
24088,2020,14
24088,2021,15
24088,2022,25
24088,2023,14
24088,2024,10
24089,2001,1
24089,2002,0
24089,2003,1
24089,2004,0
24089,2005,0
24089,2006,0
24089,2007,0
24089,2008,0
24089,2009,0
24089,2010,0
24089,2011,0
24089,2012,0
24089,2013,0
24089,2014,0
24089,2015,0
24089,2016,0
24089,2017,0
24089,2018,1
24089,2019,0
24089,2020,0
24089,2021,0
24089,2022,0
24089,2023,0
24089,2024,2
24090,2001,1
24090,2002,3
24090,2003,1
24090,2004,3
24090,2005,3
24090,2006,2
24090,2007,2
24090,2008,3
24090,2009,1
24090,2010,2
24090,2011,1
24090,2012,0
24090,2013,0
24090,2014,1
24090,2015,0
24090,2016,1
24090,2017,0
24090,2018,0
24090,2019,0
24090,2020,2
24090,2021,1
24090,2022,2
24090,2023,1
24090,2024,1
24091,2001,33
24091,2002,35
24091,2003,35
24091,2004,22
24091,2005,26
24091,2006,26
24091,2007,25
24091,2008,15
24091,2009,22
24091,2010,32
24091,2011,27
24091,2012,19
24091,2013,22
24091,2014,26
24091,2015,24
24091,2016,22
24091,2017,18
24091,2018,14
24091,2019,23
24091,2020,11
24091,2021,24
24091,2022,17
24091,2023,12
24091,2024,20
24092,2001,4
24092,2002,2
24092,2003,5
24092,2004,1
24092,2005,2
24092,2006,2
24092,2007,1
24092,2008,1
24092,2009,4
24092,2010,5
24092,2011,0
24092,2012,1
24092,2013,2
24092,2014,0
24092,2015,1
24092,2016,3
24093,2001,17
24093,2002,10
24093,2003,12
24093,2004,9
24093,2005,12
24093,2006,6
24093,2007,11
24093,2008,11
24093,2009,15
24093,2010,12
24093,2011,14
24093,2012,9
24093,2013,6
24093,2014,6
24093,2015,7
24093,2016,5
24093,2017,3
24093,2018,3
24094,2001,5
24094,2002,1
24094,2003,1
24094,2004,10
24094,2005,3
24094,2006,2
24094,2007,5
24094,2008,2
24094,2009,2
24094,2010,6
24094,2011,0
24094,2012,1
24094,2013,2
24094,2014,3
24094,2015,1
24094,2016,1
24094,2017,0
24094,2018,1
24094,2019,3
24094,2020,3
24094,2021,1
24094,2022,0
24094,2023,2
24094,2024,3
24095,2001,18
24095,2002,24
